,Unnamed: 0,listing_url,last_scraped,source,name,neighborhood_overview,picture_url,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,calendar_updated,has_availability,instant_bookable,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_location,reviews_per_month
35,35,https://www.airbnb.com/rooms/25549565,2024-11-05,city scrape,Quiet and Pretty in the Heart of Center Square,"This neighorhood is a village of all kinds of restaurants, bars, coffee shops, boutiques and night life. It's 2 blocks from Washington Park - great for a jog - and 2 blocks from the State Capitol, Legislative Office Building and Empire State Plaza. Charming and colorful - but our street is quiet.",https://a0.muscache.com/pictures/662f1c8d-3841-4dff-92bd-02ecd7a55e26.jpg,https://www.airbnb.com/users/show/9666970,Janet,2013-10-27,"Albany, NY","Born in Philly, long-term expat in China, serious caffeine addict, now settled in the prettiest, most convenient neighborhood in the New York's kinda-sleepy capital.   My favorite kind of travel is the kind where I see my old friends, meet new ones, and wander around listening to the locals talking. 
",within an hour,100%,77%,t,https://a0.muscache.com/im/pictures/user/34f7723c-1cdd-4983-935a-152902bc4613.jpg?aki_policy=profile_x_medium,unknown,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,Entire guest suite,Entire home/apt,1 bath,"[""Private backyard \u2013 Not fully fenced"", ""Hangers"", ""Kitchenette"", ""Shower gel"", ""Coffee"", ""Portable fans"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Mini fridge"", ""Conditioner"", ""Outdoor dining area"", ""Self check-in"", ""Clothing storage: closet"", ""32 inch HDTV with HBO Max, Roku, standard cable, Hulu, Amazon Prime Video, Netflix"", ""Dishes and silverware"", ""Body soap"", ""Private patio or balcony"", ""Window AC unit"", ""Central heating"", ""Fire extinguisher"", ""Essentials"", ""Safe"", ""Room-darkening shades"", ""Hot water"", ""Luggage dropoff allowed"", ""Lockbox"", ""Free street parking"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Laundromat nearby"", ""Private entrance"", ""Wifi"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""Wine glasses"", ""Paid parking lot off premises""]",73.0,within data,t,f,25549565,20241105062440,9666970,1.0,1.0,42.65345,-73.7645,2.0,1.0,1.0,1.0,1.0,1125,152,30.6,4.89,4.9,4.95,4.92,1.9
36,36,https://www.airbnb.com/rooms/25976514,2024-11-05,city scrape,City Feel - Green Room,"Close to many restaurants, bars, banks, pharmacies, VA hospital, Albany Med Center, movie theater and multiple colleges...!! Usually very quiet at night.",https://a0.muscache.com/pictures/21f77bd3-14ed-401f-9cfc-8a78849a04e7.jpg,https://www.airbnb.com/users/show/31757246,Leiba,2015-04-22,"Albany, NY",I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/7967d895-5fe9-4744-bfb3-224bb269ac95.jpg?aki_policy=profile_x_medium,unknown,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,Private room in home,Private room,1 shared bath,"[""Hangers"", ""Stove"", ""Baby safety gates"", ""Heating"", ""BBQ grill"", ""Iron"", ""Exterior security cameras on property"", ""Bed linens"", ""Private living room"", ""First aid kit"", ""Dishes and silverware"", ""Pets allowed"", ""Essentials"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Game console"", ""Bathtub"", ""Air conditioning"", ""Lock on bedroom door"", ""Free street parking"", ""Backyard"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Noise decibel monitors on property"", ""Wifi"", ""Kitchen"", ""Breakfast"", ""Host greets you"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""TV""]",50.0,within data,t,f,25976514,20241105062440,31757246,2.0,4.0,42.65333,-73.77293,2.0,1.0,1.0,1.0,3.0,28,337,13.0,4.92,5.0,5.0,5.0,0.17
37,37,https://www.airbnb.com/rooms/26139592,2024-11-05,city scrape,Garden Apartment in Ctr. Square: Monthly Discounts,"We are in the heart of historic Center Square, the jewel of downtown Albany. We are just one block from the great restaurants such as McGuires, excellent coffee shops such as The Daily Grind, exceptional pizza at Soho Pizza, an organic grocery: Lark Natural Foods, and many bars and music venues such as Savoy and the Armory.",https://a0.muscache.com/pictures/df190ecb-0d41-4034-8ff4-8ea572884489.jpg,https://www.airbnb.com/users/show/6833937,Farah,2013-06-10,"Albany, NY","I enjoy yoga, cooking and nutrition, design, and the natural world. I am a therapist and public health professional and have spent a lot of time living and working abroad. ",unknown,1.0,0.9,f,https://a0.muscache.com/im/pictures/user/4c049722-5d00-45c7-a8c4-2c02649e2e5f.jpg?aki_policy=profile_x_medium,unknown,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""Stove"", ""Shower gel"", ""Hair dryer"", ""Heating"", ""Keypad"", ""Iron"", ""Exterior security cameras on property"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Body soap"", ""Dryer"", ""Washer"", ""Fire extinguisher"", ""Free parking on premises"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Air conditioning"", ""Free street parking"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Coffee maker"", ""TV""]",98.0,within data,t,f,26139592,20241105062440,6833937,1.0,1.0,42.65403,-73.76325,4.0,1.0,1.0,1.0,2.0,1125,354,126.0,4.84,4.83,4.98,4.96,1.65
38,38,https://www.airbnb.com/rooms/27670660,2024-11-05,city scrape,The Rock & Roll Suite,"Here is a list of the top 10 things to do in Albany , All within minutes from The Blair Suite   ,New york State Museum,USS Slater DE-766,Washington Park,Governor Nelson A. Rockefeller Empire State Plaza,Times Union Center,Albany Institute of History & Art,New York State Capitol,Dutch Apple Cruises,Palace Theatre,Albany Visitors Center,",https://a0.muscache.com/pictures/miso/Hosting-27670660/original/bbbe4c95-6491-45a7-986c-a7a75c3ddda7.jpeg,https://www.airbnb.com/users/show/98744672,Bela,2016-10-08,"Albany, NY","My name is Bela Schuch, I am manager of The Inn at South Lake  here in Albany , we hope you enjoy your stay with us at the Inn Thank you !",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/eccd4f9b-870c-4c2b-ae97-3fb7f5feb710.jpg?aki_policy=profile_x_medium,Pine Hills,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,NINTH WARD,Private room in rental unit,Private room,1 private bath,"[""Hangers"", ""Stove"", ""Hair dryer"", ""Patio or balcony"", ""Keypad"", ""Extra pillows and blankets"", ""Paid dryer \u2013 In building"", ""Iron"", ""Bed linens"", ""Mini fridge"", ""Outdoor dining area"", ""First aid kit"", ""Self check-in"", ""Dishes and silverware"", ""Freezer"", ""Window AC unit"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Paid washer"", ""Oven"", ""Radiant heating"", ""Lock on bedroom door"", ""Toaster"", ""Free street parking"", ""Backyard"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""Wine glasses""]",70.0,within data,t,f,27670660,20241105062440,98744672,8.0,8.0,42.6543083190918,-73.78177642822266,2.0,1.0,1.0,1.0,2.0,1125,233,26.0,5.0,4.92,5.0,4.96,0.37
39,39,https://www.airbnb.com/rooms/27692601,2024-11-05,city scrape,Albany Cozy home with fireplaces and Sunroom,nice,https://a0.muscache.com/pictures/miso/Hosting-27692601/original/b6ac69a5-114a-48ba-aedf-83d1217de62d.png,https://www.airbnb.com/users/show/202580880,Rosanne,2018-07-15,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within a day,67%,0%,f,https://a0.muscache.com/im/pictures/user/445876a0-a256-4cdd-a925-43766465e4df.jpg?aki_policy=profile_x_medium,unknown,"['email', 'phone']",t,t,Neighborhood highlights,EIGHTH WARD,Entire home,Entire home/apt,1.5 baths,"[""Hangers"", ""Stove"", ""Hair dryer"", ""Heating"", ""Patio or balcony"", ""Fireplace guards"", ""Indoor fireplace"", ""Iron"", ""Dishwasher"", ""Dishes and silverware"", ""High chair"", ""Dryer"", ""Washer"", ""Fire extinguisher"", ""Free parking on premises"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Room-darkening shades"", ""Refrigerator"", ""Garden view"", ""Cooking basics"", ""Game console"", ""Oven"", ""Gym"", ""Bathtub"", ""Air conditioning"", ""Backyard"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Microwave"", ""Coffee maker"", ""Children\u2019s books and toys"", ""TV""]",195.0,within data,t,f,27692601,20241105062440,202580880,1.0,2.0,42.64514,-73.80668,4.0,1.0,2.0,2.0,3.0,1125,179,14.0,4.93,4.71,4.86,5.0,0.19
40,40,https://www.airbnb.com/rooms/28341274,2024-11-05,city scrape,Private room in historic building on the park,"Center Square is a great area, Lark Street is loaded with shops and coffee houses and restaurants. Absolutely everything you need is within walking distance. Washington Park is the""crown jewel"" of Albany, and it's right across the street.",https://a0.muscache.com/pictures/0edd211e-34ea-4884-8b70-78ebe5db5440.jpg,https://www.airbnb.com/users/show/54394342,Alice,2016-01-12,"Albany, NY","If you're looking for a clean quiet place that feels like home then you're going to love it here! If I'm cooking I'd welcome you to join me, or direct you to a dining experience in Albany.  I love people, and traveling when I can.",within an hour,100%,91%,t,https://a0.muscache.com/im/pictures/user/User-54394342/original/1e3bbac3-f041-4076-ab8c-e2fb042e2631.jpeg?aki_policy=profile_x_medium,unknown,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,Private room in rental unit,Private room,1 shared bath,"[""Hangers"", ""Stove"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Portable fans"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Conditioner"", ""First aid kit"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Fire extinguisher"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Toaster"", ""Books and reading material"", ""Wifi"", ""Kitchen"", ""Host greets you"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Coffee maker""]",75.0,within data,t,f,28341274,20241105062440,54394342,1.0,5.0,42.65821,-73.76917,1.0,1.0,1.0,1.0,1.0,1125,361,87.0,4.95,4.98,5.0,4.95,1.17
41,41,https://www.airbnb.com/rooms/28400263,2024-11-05,city scrape,Private Room in Historic Residential Home,"Walking distance to Albany Med, Albany Law, Albany Pharmacy and Sage College. Also walking distance to many restaurants and bars",https://a0.muscache.com/pictures/c49a9dcd-930e-443d-b7dd-080aa74d17d2.jpg,https://www.airbnb.com/users/show/15223767,Ed,2014-05-07,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within a few hours,90%,90%,t,https://a0.muscache.com/im/pictures/user/87babb57-4dfb-4efd-a995-c781347c9d04.jpg?aki_policy=profile_x_medium,unknown,"['email', 'phone', 'work_email']",t,f,Neighborhood highlights,NINTH WARD,Private room in rental unit,Private room,1 shared bath,"[""Hangers"", ""Hair dryer"", ""Heating"", ""Iron"", ""Private living room"", ""Self check-in"", ""Dishes and silverware"", ""Dryer"", ""Washer"", ""Free parking on premises"", ""Essentials"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Air conditioning"", ""Lock on bedroom door"", ""Free street parking"", ""Smart lock"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Coffee maker"", ""TV""]",50.0,within data,t,f,28400263,20241105062440,15223767,3.0,3.0,42.65464,-73.78348,2.0,1.0,1.0,1.0,1.0,730,237,30.6,4.95,4.97,4.97,4.95,3.63
42,42,https://www.airbnb.com/rooms/28519423,2024-11-05,city scrape,Albany Med/Downtown Albany/Colleges/RED ROOM.,"Pine Hills. Good and safe neighborhood. Safe walking distance to Albany Medical Center/college, colleges, VA hospital, CDPC, Saint Rose, Sage college, Downtown UAlbany campus and Washington Park. 3 blocks. Close to downtown. Law/Pharmacy/Medical schools. 5 min bus ride to Empire State Plaza or a 20 min walk.  2 blocks to rent a bike station. Free Broadway style musicals in the park during July and August. A must see.<br />Walking distance to tennis court and lake at Washington Park. (2 blocks)<br />Lark Street 15 minutes walk....Try Bombers Burrito Bar..  Starbucks, Panera Bread, CVS, Stewarts, Chnese food and bank. 10 minutes walk. Morris Street and New Scotland Ave.  Pizza. Madison Ave and Ontario Street. 3 blocks. Price Chopper supermarket. 15 minutes walk or #114 bus to Madison Ave and Main. Laundromat.. Madison and Quail. 2 blocks. Madison Theater 15 minutes walk or #114 to Madison Ave and Main. Spectrum Theater.. #100 bus at Morris St and Quail to New Scotland and Delaware..walk ",https://a0.muscache.com/pictures/miso/Hosting-28519423/original/24051133-23ff-4d5b-8502-f846bc1e8f2c.jpeg,https://www.airbnb.com/users/show/89705052,Share,2016-08-13,"Albany, NY","We are fully vaccinated for Covid-19 with boosters. (Mother and daughter) Please note: Bad reviews are from guests breaking my house rules, not reading the listing description about my room spaces and amenities offered. Also, from racists, haters and misogynistic guests.
We are well traveled African American women and we take pride in our culture and ancestors. It is important to be our authentic selves, without being washed.  My home has ethnic food smells, flags, sarcastic signs, Black art, social justice signs and visiable security cameras. Yes! 5 out of eight letters of my name spell SHARE :) I was a home school/unschooled parent. (Florida and Nevada) My daughter graduated from University At Albany with honors. Class of 2020... and recently graduated with a master's degree.  Class of 2021. She is currently a PhD student at Stony Brook University.  We are hosts and guests of Airbnb. I am originally from Chicago and The Bronx. I am a non smoker and non drinker. We traveled to many states on a budget, including Alaska and Hawaii. We also traveled to: Canada, Mexico, Caribbean and Europe.  We loved Victoria, BC, Montreal, QC, Dublin, Ireland, Paris, France and Brussels, Belgium the most.  I love older homes with character and history. I am a proud owner of a ""Turn Of A Century""  Classic American Foursquare. unique home. (1900)  Captain Arthur William Brandt was one of the previous owners. I had bought my house. in 1999.  We are passionate about social justice issues. We lived in Miami, Orlando/Winter Park, Las Vegas, Montreal and Dominican Republic. I enjoy watching home improvement shows and documentaries. I love to shop at thrift stores for rare, cultured and vintage finds. We love the beauty and peacefulness of nature. We love musicals and ballets. If your last name is (military) Brandt, (pharmacy) Schneible or (nursing)Wagenbaugh, (previous owners) I will offer you 25% off your daily rate. (Not by marriage) Check your Ancestry, Myheritage and 23andme accounts, we maybe related. ;)  I am 9% England/Wales, 3% South Asian  1% Irish, 3% Norway,  1% Native American, 1% Iberian Peninsula and you can guess the rest...lol...(African)  Maternal Melungeon ancestry.  We share paternal DNA with Ramesses lll...Egyptian royalty and my maternal 2nd great grandfather is Little Wyatt Tate and my maternal 4th great grandfather is Judge/senator Charles Tait of Georgia and Alabama... My daughter is 27% European. Caribbean roots . (Jamaica) (DNA)  *Take the test.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User/original/31d87914-56b6-462c-a392-c5041d7641b0.jpeg?aki_policy=profile_x_medium,Pine Hills,"['email', 'phone']",t,t,Neighborhood highlights,TENTH WARD,Private room in home,Private room,1 shared bath,"[""Hangers"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Portable fans"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Exterior security cameras on property"", ""Bed linens"", ""Conditioner"", ""Mini fridge"", ""Self check-in"", ""Dishes and silverware"", ""Fire extinguisher"", ""Essentials"", ""Cleaning products"", ""Hot water"", ""Bathtub"", ""40 inch HDTV with Fire TV, Hulu, Netflix"", ""Lock on bedroom door"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Laundromat nearby"", ""Wifi"", ""Clothing storage: closet and dresser"", ""Breakfast"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Coffee maker""]",65.0,within data,t,t,28519423,20241105062440,89705052,4.0,9.0,42.65746,-73.77904,2.0,1.0,1.0,1.0,2.0,180,89,68.0,4.71,4.81,4.79,4.82,0.92
43,43,https://www.airbnb.com/rooms/28722270,2024-11-05,city scrape,✍Historic Loft Suite @ Downtown Albany,+ 92 Walkscore<br />+ 5-minute walk to MVP Arena<br />+ 13-minute walk to N.Y.S. Museum and Empire State Plaza<br />+ 4-minute drive to Palace Theatre<br />+ Numerous restaurants and fast food within 5-10 minute walk<br />+ Large open grassy area in rear of building,https://a0.muscache.com/pictures/798e28e4-70ec-4643-88c9-fbf5cd601a55.jpg,https://www.airbnb.com/users/show/44434571,Earl,2015-09-17,"Albany, NY","I grew up in Cebu, Philippines and moved to New York when I was ten years old. After living around the Capital Region through grade school, I moved to New York City to study Computer Engineering at NYU. Since graduating, I've worked in video production, higher education, and engineering. I love traveling on small budgets (with the help of award travel with credit card points and miles), and I have a passion for technology, real estate investment, and entrepreneurship.",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_x_medium,Pastures,"['email', 'phone']",t,t,Neighborhood highlights,SECOND WARD,Entire loft,Entire home/apt,1 bath,"[""Portable air conditioning"", ""Paid parking off premises"", ""Ceiling fan"", ""Hangers"", ""Kitchenette"", ""Shower gel"", ""Hair dryer"", ""Heating"", ""Extra pillows and blankets"", ""Paid dryer \u2013 In building"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""First aid kit"", ""Mini fridge"", ""Self check-in"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Body soap"", ""Pets allowed"", ""Window AC unit"", ""Fire extinguisher"", ""HDTV with Amazon Prime Video, Hulu, Netflix"", ""Dining table"", ""Paid parking on premises"", ""Essentials"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Game console"", ""Crib"", ""Ethernet connection"", ""Toaster"", ""Smart lock"", ""Coffee maker: Keurig coffee machine"", ""Free street parking"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Induction stove"", ""Private entrance"", ""Free washer \u2013 In building"", ""Wifi"", ""Shared backyard \u2013 Fully fenced"", ""Bidet"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib - always at the listing""]",82.0,within data,t,f,28722270,20241105062440,44434571,7.0,7.0,42.64535,-73.75365,5.0,1.0,1.0,2.0,1.0,28,357,30.6,4.79,4.83,4.91,4.73,1.9
44,44,https://www.airbnb.com/rooms/28868857,2024-11-05,city scrape,⭐Cozy Garden Suite Full Amenities @Downtown Albany,+ 92 Walkscore<br />+ 5-minute walk to MVP Arena<br />+ 13-minute walk to N.Y.S. Museum and Empire State Plaza<br />+ 4-minute drive to Palace Theatre<br />+ Numerous restaurants and fast food within 5-10 minute walk<br />+ Large open grassy area in rear of building,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Mjg4Njg4NTc%3D/original/072a23c0-a209-4e35-b03c-14625adf0097.jpeg,https://www.airbnb.com/users/show/44434571,Earl,2015-09-17,"Albany, NY","I grew up in Cebu, Philippines and moved to New York when I was ten years old. After living around the Capital Region through grade school, I moved to New York City to study Computer Engineering at NYU. Since graduating, I've worked in video production, higher education, and engineering. I love traveling on small budgets (with the help of award travel with credit card points and miles), and I have a passion for technology, real estate investment, and entrepreneurship.",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_x_medium,Pastures,"['email', 'phone']",t,t,Neighborhood highlights,SECOND WARD,Entire guest suite,Entire home/apt,1 bath,"[""Portable air conditioning"", ""Hangers"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Extra pillows and blankets"", ""Paid dryer \u2013 In building"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Pets allowed"", ""42 inch HDTV with Amazon Prime Video, Chromecast, Fire TV"", ""Fire extinguisher"", ""Dining table"", ""Paid parking on premises"", ""Essentials"", ""Cleaning products"", ""Hot water kettle"", ""Paid parking garage off premises"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Toaster"", ""Smart lock"", ""Coffee maker: Keurig coffee machine"", ""Free street parking"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Private entrance"", ""Free washer \u2013 In building"", ""Wifi"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib - always at the listing""]",54.0,within data,t,f,28868857,20241105062440,44434571,7.0,7.0,42.64535,-73.75365,3.0,1.0,0.0,1.0,1.0,28,348,30.6,4.71,4.71,4.89,4.61,1.9
45,45,https://www.airbnb.com/rooms/28929840,2024-11-05,city scrape,Spacious private suite and private bath,"Nearby activities, including hiking and biking, are readily available. We are less than a half hour from Saratoga Race Track and SPAC.  The Berkshires, ski resorts, and Lake George are all within approximately an hour’s drive.",https://a0.muscache.com/pictures/36719a50-f474-40fe-8854-36c371aa743b.jpg,https://www.airbnb.com/users/show/194113768,Rachel,2018-06-07,"Albany, NY",I am a retired criminal court judge and an adjunct law professor who enjoys traveling and meeting new people.,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/36f6bfd0-c47c-4a7c-897d-606b67cbe9ba.jpg?aki_policy=profile_x_medium,Marina,"['email', 'phone']",t,t,Neighborhood highlights,FOURTH WARD,Private room in home,Private room,1 private bath,"[""Hangers"", ""Clothing storage: walk-in closet"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Portable fans"", ""BBQ grill"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Iron"", ""Bed linens"", ""Conditioner"", ""First aid kit"", ""Outdoor dining area"", ""Private patio or balcony"", ""Dishes and silverware"", ""Body soap"", ""Dryer"", ""Washer"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Gym"", ""Barbecue utensils"", ""Air conditioning"", ""Free street parking"", ""Backyard"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Exercise equipment: free weights, treadmill, yoga mat"", ""TV with standard cable"", ""Wifi"", ""Bikes"", ""Breakfast"", ""Host greets you"", ""Blender"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""Wine glasses"", ""Private living room""]",95.0,within data,t,f,28929840,20241105062440,194113768,2.0,2.0,42.6737,-73.75313,2.0,1.0,0.0,1.0,1.0,1125,104,7.0,5.0,5.0,5.0,5.0,0.09
46,46,https://www.airbnb.com/rooms/29605579,2024-11-05,city scrape,Funky Urban 1 Bedroom Apt w/ Parking in Center Sq,"Located in Albany's finest urban neighborhood, bordering on beautiful Washington Park and funky Lark Street with its many shops and restaurants,. The building is a walking distance to downtown, the Capitol, Albany Med, Albany Law, and SUNY Albany. Literally only steps to all of life's needs.",https://a0.muscache.com/pictures/89acadc6-587c-48e0-a1de-cdcf15190701.jpg,https://www.airbnb.com/users/show/19648678,Terra,2014-08-07,"Albany, NY","I'm from Kansas City, MO. I've driven the entire US, logging over a  million miles on a 10 year working road trip. I settled in Albany, NY, a hardworking, no-nonsense sort of town, drenched in history, education and politics. I love this town not just for the town itself as much as the location. It's truly a sportsman's(sportswoman's) paradise, while being so close to very civilized civilization. There's easy access to NYC, Saratoga, Lake George, Vermont, Montreal & my favorite The Berkshires in Massachusetts.  ",within an hour,100%,82%,f,https://a0.muscache.com/im/users/19648678/profile_pic/1407449767/original.jpg?aki_policy=profile_x_medium,Center Square & Hudson/Park,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,Entire serviced apartment,Entire home/apt,1 bath,"[""Hangers"", ""Stove"", ""Shower gel"", ""Hair dryer"", ""Heating"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Dishwasher"", ""Dishes and silverware"", ""Private patio or balcony"", ""Dryer"", ""Washer"", ""Pets allowed"", ""Free parking on premises"", ""Essentials"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Air conditioning"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Baking sheet"", ""TV with standard cable"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Coffee maker""]",103.0,within data,t,f,29605579,20241105062440,19648678,4.0,7.0,42.65235,-73.76714,2.0,1.0,1.0,1.0,2.0,1125,267,95.0,4.61,4.76,4.9,4.78,1.3
47,47,https://www.airbnb.com/rooms/30189794,2024-11-05,city scrape,Seashore Suite At The Inn on South Lake,Located on South Lake's  Mansion Row that caters to the Medical and Law professionals as well as the sightseer or just a weekend getaway !,https://a0.muscache.com/pictures/7730cdc1-0e98-4ad5-9dff-c1cc87650d44.jpg,https://www.airbnb.com/users/show/98744672,Bela,2016-10-08,"Albany, NY","My name is Bela Schuch, I am manager of The Inn at South Lake  here in Albany , we hope you enjoy your stay with us at the Inn Thank you !",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/eccd4f9b-870c-4c2b-ae97-3fb7f5feb710.jpg?aki_policy=profile_x_medium,Pine Hills,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,NINTH WARD,Private room in home,Private room,1 private bath,"[""Hangers"", ""Hair dryer"", ""Heating"", ""Keypad"", ""Iron"", ""Bed linens"", ""Private living room"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Body soap"", ""Dryer"", ""Washer"", ""Clothing storage"", ""Fire extinguisher"", ""Free parking on premises"", ""Essentials"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Air conditioning"", ""Lock on bedroom door"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""TV""]",60.0,within data,t,f,30189794,20241105062440,98744672,8.0,8.0,42.6533,-73.78114,1.0,1.0,1.0,1.0,2.0,1125,130,68.0,4.94,4.94,4.97,4.96,0.97
